ngonngu,theloai,hinhanh,tensach,tacgia,nxb,namxb,hinhthuc,mota,giaban,giamgia,sodanhgia,sobinhchon,giagoc
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_34800.jpg,Truyện Ngắn Vũ Trọng Phụng,NXB Văn Học,NXB Văn Học,2017,Bìa Mềm,"Nhắc đến Vũ Trọng Phụng người ta nghĩ ngay tới một nhà văn tài hoa nhưng bạc mệnh. Có năng khiếu nghệ thuật từ nhỏ, ông sáng tác từ rất sớm và thử nghiệm mình trên nhiều thể loại: viết báo, viết kịch, sáng tác truyện ngắn, truyện vừa, tiểu thuyết, phê bình văn học… Nhưng có thể nói, tiểu thuyết và phóng sự là hai thể loại thành công nhất của nhà văn tài hoa này. Vũ Trọng Phụng được báo giới thời bấy giờ mệnh danh là “ông vua phóng sự đất Bắc”, là “nhà tiểu thuyết trác việt”.

Với giọng văn sắc sảo, mang đậm chất châm biếm, trào phúng và nội dung tư tưởng sâu sắc, các tác phẩm của Vũ Trọng Phụng đều hướng tới chủ đề hiện thực, tố cáo và vạch trần xã hội Việt Nam trước cách mạng tháng 8 - một xã hội bê bối với những tấn trò đời bi kịch. Đọc những trang văn của ông, người ta không khỏi ngậm ngùi, chua chát. Ra đi vì bệnh tật khi mới 27 tuổi đời, khi tài năng đang độ phát triển rực rỡ, Vũ Trọng Phụng để lại trong làng văn và trong lòng độc giả một chỗ trống không dễ gì khỏa lấp.",70.200 ,22,(1 đánh giá),0,90.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_178440.jpg,Danh Tác Việt Nam - Tập Án Cái Đình,Ngô Tất Tố,NXB Văn Học,2018,Bìa Mềm,"Tập Án Cái Đình là một thiên phóng sự đăng lần đầu tiên trên báo ""Con Ong"" từ số 18/10/1939. Tập án cái đình viết về những hủ tục ở chốn đình trung, đặc biệt là những lễ nghi phiền phức, hủ bại. Ở đây thiên Phóng sự nghiêng về mặt miêu tả những phong tục, nói cho đúng hơn là những hủ tục kỳ quái được duy trì ở nông thôn. Nó cung cấp được nhiều tài liệu về mặt xã hội học. 

Trí Việt Books mới cho phát hành thiên phóng sự Tập án cái đình, để giúp bạn đọc cảm nhận rõ hơn về những tập tục một thời.",23.320,47,(0 đánh giá),0,50.000 đ
Tiếng Việt,Tiểu thuyết,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936071673381.jpg,Bố Già (Đông A),Mario Puzo,NXB Dân Trí,16-Sep,Bìa Mềm,"Bố Già (Đông A)
Thế giới ngầm được phản ánh trong tiểu thuyết Bố già là sự gặp gỡ giữa một bên là ý chí cương cường và nền tảng gia tộc chặt chẽ theo truyền thống mafia xứ Sicily với một bên là xã hội Mỹ nhập nhằng đen trắng, mảnh đất màu mỡ cho những cơ hội làm ăn bất chính hứa hẹn những món lợi kếch xù. Trong thế giới ấy, hình tượng Bố già được tác giả dày công khắc họa đã trở thành bức chân dung bất hủ trong lòng người đọc. Từ một kẻ nhập cư tay trắng đến ông trùm tột đỉnh quyền uy, Don Vito Corleone là con rắn hổ mang thâm trầm, nguy hiểm khiến kẻ thù phải kiềng nể, e dè, nhưng cũng được bạn bè, thân quyến xem như một đấng toàn năng đầy nghĩa khí. Nhân vật trung tâm ấy đồng thời cũng là hiện thân của một pho triết lí rất “đời” được nhào nặn từ vốn sống của hàng chục năm lăn lộn giữa chốn giang hồ bao phen vào sinh ra tử, vì thế mà có ý kiến cho rằng “Bố già là sự tổng hòa của mọi hiểu biết. Bố già là đáp án cho mọi câu hỏi”.
Với cấu tứ hoàn hảo, cốt truyện không thiếu những pha hành động gay cấn, tình tiết bất ngờ và không khí kình địch đến nghẹt thở, Bố già xứng đáng là đỉnh cao trong sự nghiệp văn chương của Mario Puzo. Và như một cơ duyên đặc biệt, ngay từ năm 1971-1972, Bố già đã đến với bạn đọc trong nước qua phong cách chuyển ngữ hào sảng, đậm chất giang hồ của dịch giả Ngọc Thứ Lang.
Năm 2014, Đông A giới thiệu tới bạn đọc tác phẩm Bố già có bản quyền chính thức tại Việt Nam qua bản dịch lôi cuốn, hấp dẫn của Ngọc Thứ Lang.
Vài nét về tác giả:
Mario Puzo (1920 - 1999) là nhà văn, nhà biên kịch người Mỹ gốc Italy nổi tiếng với nhiều tiểu thuyết về đề tài mafia và tội phạm. Bố già (The Godfather) xuất bản năm 1969 là đỉnh cao của dòng văn chương hư cấu này, đồng thời là tác phẩm đưa Puzo lên tột đỉnh vinh quang. Đây cũng là một trong những tiểu thuyết bán chạy nhất mọi thời đại. Ngoài Bố già, Mario Puzo còn nổi tiếng với các tiểu thuyết khác như Sicilian khúc ca bi tráng, Luật im lặng, Ông trùm quyền lực cuối cùng, Gia đình Giáo hoàng…
Vài nét về dịch giả:
Ngọc Thứ Lang tên thật là Nguyễn Ngọc Tú, biệt danh là công tử Bắc Kỳ, vào Sài Gòn lập nghiệp khoảng năm 1950. Ngọc Thứ Lang là dịch giả của thời kì trước năm 1975, đã chuyển ngữ nhiều tác phẩm nhưng có lẽ Bố già là một dấu son trong sự nghiệp của ông.
Năm 1972, bản dịch Bố già của Ngọc Thứ Lang chuyển ngữ từ nguyên bản tiếng Anh ra mắt và đã thu hút được sự chú ý của rất nhiều độc giả. Nếu như The Godfather của Mario Puzo khi vừa xuất bản đã nằm trong danh sách sách bán chạy nhất suốt 67 tuần thì Bố già của Ngọc Thứ Lang cũng “làm mưa làm gió” trên thị trường văn học dịch của Sài Gòn những năm 70 của thế kỉ trước.
Cái hay, cái khiến người đọc say mê Bố già có lẽ nằm ở chính giọng văn đậm chất giang hồ súng đạn của người dịch. Và bản thân cái tên Bố già cũng là một sáng tạo vô tiền khoáng hậu của Ngọc Thứ Lang. Nhiều độc giả Việt Nam nói rằng nếu đọc The Godfather của Mario Puzo, hãy tìm đúng bản dịch của Ngọc Thứ Lang để thấy chất đàn ông trong đó…
Nhận xét về tác phẩm:
“Bố già là sự tổng hòa của mọi hiểu biết. Bố già là đáp án cho mọi câu hỏi.” - Diễn viên Tom Hanks
“Bạn không thể dừng đọc nó và khó lòng ngừng mơ về nó.” - New York Times Magazine
“Một tác phẩm kinh điển về mafia… Tự bản thân nó đã tạo ra một thứ bùa mê hoặc độc giả.”- The Times",88.000 ,20,(87 đánh giá),0,149.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_33745.jpg,"Tục Ngữ, Ca Dao, Dân Ca Việt Nam - Bìa Cứng (Tái Bản 2020)",Vũ Ngọc Phan,NXB Văn Học,2020,Bìa Cứng,"Tác phẩm của nhà nghiên cứu văn học Vũ Ngọc Phan được trao tặng Giải thưởng Hồ Chí Minh đợt đầu tiên (năm1996, lĩnh vực văn nghệ dân gian).

Cuốn sách được tác giả dày công sưu tầm, khảo cứu trong suốt những năm tham gia kháng chiến chống Pháp, đặc biệt từ khi chuyển sang làm công tác nghiên cứu văn - sử - địa và hoàn thành vào năm 1956. Vũ Ngọc Phan đã có phần nghiên cứu tâm huyết về đặc điểm, giá trị đặc sắc của tục ngữ, ca dao, dân ca vô cùng đa dạng và phong phú của dân tộc Việt Nam ta (trong đó có cả của một số dân tộc thiểu số) bên cạnh phần tuyển chọn công phu.

Đặc biệt, cuốn sách còn có phần biên khảo rất sớm (với tầm nhìn xa trông rộng) và rất giá trị về dân ca, bao gồm các loại hình như: hát trống quân, hát xẩm, hát quan họ Bắc Ninh, hát ghẹo Phú Thọ, hát ví, hát giặm Nghệ Tĩnh, hò Huế, dân ca miền Nam Trung Bộ, dân ca Nam Bộ…",108.000 ,20,(0 đánh giá),0,50.000 đ
Tiếng Việt,Du Ký,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935251405620.jpg,Tây Ban Nha - Hành Trình Không Ngôn Ngữ,Uyên Nguyên,NXB Thế Giới,18-Mar,Bìa Mềm,"Tây Ban Nha - Hành Trình Không Ngôn Ngữ
Một cô gái 30 tuổi tạm dừng một công việc ổn định, thu nhập tốt, tạm biệt gia đình, bạn bè và cả những kỷ niệm để bắt đầu đi học ở một đất nước xa lạ, Tây Ban Nha, đất nước cô chưa từng nghĩ đến trước đó dù luôn ấp ủ ước mơ sẽ đặt chân đến trời Âu một ngày nào đó.
Cô gái ấy đã chăm chỉ, nỗ lực, âm thầm nhích từng bước để thực hiện bằng được ước mơ ấp ủ trong lòng mình, bất chấp thời gian không đợi, bất chấp người đời không đồng tình, bất chấp cả những thách thức hữu hình và vô hình có thể nhìn thấy từ trước. Với cô gái ấy, tuổi ba mươi mới thực sự là tuổi để bắt đầu.
Cô gái ấy đã lựa chọn cho mình hành trình du lịch bằng cách học một ngôn ngữ mới. Nó không quá nặng nề như các khóa học cao đẳng, đại học, thạc sỹ, tiến sỹ. Nó vừa đủ cho bạn có thời gian khám phá và có một chút vốn liếng giao tiếp với người bản xứ, học văn hóa và đời sống của chính họ. Đi để thấy mình được yêu thương. Nghe những câu chuyện kì lạ, trải nghiệm những thách thức chưa từng có, sống cùng nền văn hóa với những con người chưa từng gặp trước đây... tất cả sẽ giúp thế giới trong bạn trở nên muôn màu hơn. Đi ra thế giới bên ngoài cho phép bạn tìm lại chính mình theo cách mà không phải lúc nào bạn cũng có thể bắt gặp được trong sống hàng ngày. Cuộc sống, con người và bản thân bạn có rất nhiều điều khiến bạn yêu thương.
Đừng nghe những gì người ta nói, hãy đi để thấy!",103.200 ,20,(3 đánh giá),0,115.000 đ
Tiếng Việt,Huyền Bí - Giả Tưởng - Kinh Dị,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/x/nxb-tre---mat-troi-luc-nua-dem---bia-1.jpg,Mặt Trời Lúc Nửa Đêm - Midnight Sun,Stephanie Meyer,NXB Trẻ,2020,Bìa Mềm,"Mặt Trời Lúc Nửa Đêm - Midnight Sun
Khi Edward Cullen và Bella Swan gặp nhau trong Chạng vạng, một chuyện tình yêu mang tính biểu tượng đã ra đời. Nhưng cho đến bây giờ, người hâm mộ chỉ nghe thấy câu chuyện từ góc nhìn của Bella. Cuối cùng, độc giả đã có thể trải nghiệm phiên bản của Edward trong cuốn tiểu thuyết đồng hành đã được chờ đợi từ lâu, Mặt trời lúc nửa đêm.
Câu chuyện đen tối này được kể qua đôi mắt của Edward với nhiều mới mẻ và những bước ngoặt quyết định. Gặp gỡ Bella vừa là sự kiện hấp dẫn nhất, cũng là điều đáng sợ nhất mà anh đã trải qua trong suốt những năm tháng làm ma cà rồng. Khi tìm hiểu thêm các chi tiết lạ lùng trong quá khứ Edward cũng như nội tâm phức tạp của anh, chúng ta sẽ hiểu tại sao đây là cuộc chiến quyết định trong đời Edward. Anh sẽ biện minh cho trái tim mình thế nào nếu yêu Bella cũng đồng nghĩa với việc dẫn cô đến với nguy hiểm?
Trong Mặt trời lúc nửa đêm, Stephenie Meyer đưa chúng ta trở lại một thế giới đã thu hút hàng triệu độc giả, và mang đến một tiểu thuyết gay cấn về niềm vui và hậu quả tàn khốc của tình yêu bất tử.",210.000 ,25,(1 đánh giá),0,115.000 đ
Tiếng Việt,Truyện Trinh Thám - Kiếm Hiệp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/g/nguoncoi.jpg,Nguồn Cội,Dan Brown,NXB Lao Động,18-Mar,Bìa Cứng,"Nguồn Cội
Thông tin tác phẩm:
Robert Langdon, giáo sư biểu tượng và biểu tượng tôn giáo đến từ trường đại học Harvard, đã tới Bảo tàng Guggenheim Bilbao để tham dự một sự kiện quan trọng - công bố một phát hiện ""sẽ thay đổi bộ mặt khoa học mãi mãi"".
Edmond Kirsch là một tỷ phú bốn mươi tuổi, một nhà tiên tri. Những phát minh kỹ thuật cao và những dự đoán táo bạo đã làm cho anh trở thành một nhân vật nổi tiếng toàn cầu. Kirsch - cũng chính là một trong những sinh viên đầu tiên của Langdon tại đại học Harvard cách đây hai thập kỷ - sẽ tiết lộ một bước đột phá đáng kinh ngạc...
Nó sẽ trả lời hai câu hỏi cơ bản về sự tồn tại của con người:
 ""Chúng ta đến từ đâu?"" và ""Chúng ta đang đi về đâu?""
Khi sự kiện bắt đầu, Langdon và vài trăm quan khách bị cuốn hút bởi một bài thuyết trình độc đáo mà chính Langdon cũng nhận thấy rằng sẽ gây ra nhiều tranh cãi hơn những gì ông tưởng tượng. Nhưng sự kiện này đột nhiên biến thành cuộc hỗn loạn, và khám phá quý giá của Kirsch đang dần biến mất vĩnh viễn. Trước nguy cơ phải đối mặt với một mối đe doạ sắp xảy ra, Langdon bị buộc phải bỏ trốn để thoát khỏi Bilbao cùng Ambra Vidal - Hoàng hậu tương lai của Tây Ban Nha để tìm ra mật khẩu bí ẩn sẽ mở ra bí mật của Kirsch.
Để chiến thắng những bí mật được giấu kín của lịch sử và tôn giáo cực đoan, Langdon và Ambra phải trốn tránh một thế lực với sức mạnh dường như xuất phát từ chính Hoàng gia Tây Ban Nha... và đang cố tìm cách để giữ Edmond Kirsch im lặng. Trên một hành trình được đánh dấu bởi các tác phẩm nghệ thuật hiện đại và các ký hiệu bí ẩn, Langdon và Vidal đã tìm ra những manh mối cuối cùng đưa họ đối mặt với khám phá gây sốc của Kirsch... và sự thật mà từ lâu chúng ta đã tìm kiếm.
Thông tin tác giả:
Dan Brown sinh ngày 22 tháng 6 năm 1964 tại Exeter, New Hampshire.
Ông tốt nghiệp trường Cao đẳng Amherst với hai tấm bằng tiếng Anh và tiếng Tây Ban Nha vào năm 1986, sau đó bước chân vào con đường soạn nhạc.
Năm 1996, ông bắt đầu chuyên tâm vào viết văn và cho ra đời cuốn tiểu thuyết đầu tay - Pháo đài số - vào năm 1998. Tiếp nối thành công, ông cho ra đời thêm các tác phẩm Thiên thần và Ác quỷ năm 2000 và Điểm dối lừa năm 2001. Tuy nhiên phải đến cuốn thứ 4, Mật mã Davinci năm 2003 mới thực sự đưa tên tuổi ông nổi như cồn trên khắp thế giới.
 Không hề bị áp lực do quá thành công từ các cuốn trước, ông tiếp tục xuất bản cuốn Biểu tượng thất truyền (2009) và Hỏa Ngục (2013). Cả hai cuốn sách đều trở thành những tác phẩm bán cực kỳ chạy.
Những tác phẩm của Dan Brown được Bachvietbooks phát hành:
- Hỏa Ngục (3/2014)
- Biểu tượng thất truyền (3/2015)
- Pháo đài số (4/2017)
- Thiên thần và Ác quỷ ( 9/2017)
- Điểm dối lừa (dự kiến tháng 3/2018)
- Nguồn cội (3/2018)",192.500 ,23,(75 đánh giá),0,115.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_109867.jpg,Tuyển Tập Ngô Tất Tố,Ngô Tất Tố,NXB Văn Học,2016,Bìa Mềm,"Tuyển Tập Ngô Tất Tố 
Ngô Tất Tố sinh tại làng Lộc Hà, tổng Hội Phụ, phủ Từ Sơn, nay là thôn Lộc Hà, huyện Đông Anh, Hà Nội
Ông là một trong những nhà văn sáng lập trào lưu hiện thực trong nền văn học nước nhà trước năm 1945 với các tác phẩm tiêu biểu như Tắt đèn, Việc làng, Lều chõng, Tập án cái đình…
Ngô Tất Tố đồng thời là nhà báo nổi tiếng với biệt tài viết tản văn và chính luận, là nhà văn hoá thành danh với các pho truyện lịch sử, khảo cứu triết học, dịch thuật, phê bình…
Với tổng số hơn 30 bút danh, trên hơn 30 tờ báo, tạp chí, suốt 30 năm cầm bút viết văn làm báo, Ngô Tất Tố đã để lại hơn 1500 tác phẩm các thể loại, trong đó có 1350 di tác...
Ông được truy tặng Giải thưởng Hồ Chí Minh về văn học nghệ thuật Đợt I (1996).
Trên cả nước có 8 thành phố lớn có phố và đường phố mang tên Ngô Tất Tố.",112.000 ,20,(5 đánh giá),0,140.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/-/n/-ng_i-k_p-gi_.jpg,Người Kép Già - Truyện Ngắn Và Vừa Kim Lân (Với 18 Minh Họa Của Thành Chương),"Kim Lân, Thành Chương",NXB Hội Nhà Văn,2021,Bìa Cứng,"Người Kép Già - Truyện Ngắn Và Vừa Kim Lân (Với 18 Minh Họa Của Thành Chương)
Người kép già bao gồm những truyện ngắn và vừa của nhà văn Kim Lân mà tôi đã đọc những truyện này và có truyện đọc rất nhiều lần. Nhưng ấn bản lần này vẫn làm tôi ngập tràn cảm hứng và chìm sâu trong suy tưởng khi đọc lại. […] Những tác phẩm trong cuốn sách này của ông là những câuchuyện đời sống của gần một thế kỷ trước. Nhưng tất cả vẫn nhưvừa diễn ra. Ngôn ngữ và những thông điệp chứa đựng bên trongnhững câu chuyện của ông vẫn rực ấm như một dòng máu chảytrong cơ thể thời gian mà những người đương thời đang sốngtrong đó. Mọi hình thức xã hội luôn thay đổi nhưng bản chất củakiếp người không thay đổi, mọi ngôn ngữ có thể thay đổi nhưngbản chất của tình yêu thương con người và cái Thiện không hềthay đổi. Văn chương của nhà văn Kim Lân thuộc về những điềukhông thể thay đổi ấy. Ông đã chạm vào cái lõi của kiếp nhânsinh và ông cũng sống trong cái lõi của mọi kiếp nhân sinh vìvậy ông còn mãi đến bây giờ.
Ấn phẩm mới mang tên Người kép già có một điều vô cùng đặc biệt. Đó là những phụ bản của họa sỹ danh tiếng Thành Chương. Họa sỹ Thành Chương là con trai nhà văn Kim Lân. Nhưng không phải vì lý do đó mà họa sỹ đã vẽ những phụ bản hiện đại nhưng lại chứa đựng tinh thần của những câu chuyện cha mình đã viết kể cả những câu chuyện từ khi họa sỹ chưa ra đời. Giữa hai văn bản khác nhau của chữ và màu sắc, hình khối,
 giữa hai thế hệ khác nhau nhiều điều nhưng ta vẫn thấy một cây cầu bắc qua hai bờ của sự khác biệt đó. Nhưng đó chỉ là sự khác biệt của thời gian và hình thức, còn những trụ cầu để bắc cây cầu ấy là Cái đẹp và Tư tưởng. Cũng như thời đại của những tác phẩm Kim Lân và con người Kim Lân có rất nhiều khác biệt với thời đại của những người đang đọc Kim Lân, nhưng sự yêu quívăn chương Kim Lân và sự kính trọng con người Kim Lân của bạn đọc thời nay và sau này lại được bắc bằng một cây cầu bởinhững trụ cầu như thế.
Trích Lời giới thiệu của nhà văn Nguyễn Quang Thiều
Thông tin tác giả:
Kim Lân (1920-2007) là nhà văn Việt Nam thành danh trước Cách mạng Tháng Tám. Ông tên thật là Nguyễn Văn Tài, quê ở làng Phù Lưu, xã Tân Hồng, nay là phường Đông Ngàn, thị xã Từ Sơn, tỉnh Bắc Ninh. Năm 1942, Kim Lân trình làng truyện ngắn đầu tay Đứa con người vợ lẽ, từ đó nhanh chóng xác lập tên tuổi trên văn đàn và trở thành cây bút quen thuộc của các tờ Trung Bắc chủ nhật và Tiểu thuyết thứ bảy. Các sáng tác của ông chủ yếu khắc họa bối cảnh xã hội hiện thực Việt Nam đương thời và tái hiện một cách sống động các sinh hoạt văn hóa, thú chơi ở thôn quê Bắc Bộ thuở trước. Một số truyện ngắn tiêu biểu của Kim Lân là Làng, Vợ nhặt, Người kép già… Ở lứa tuổi xế chiều, Kim Lân bắt đầu bén duyên với phim điện ảnh. Các vai diễn để đời của ông là vai Lão Hạc trong phim Làng Vũ Đại ngày ấy và vai Lý Cựu trong phim Chị Dậu.
Năm 2001, Kim Lân được trao tặng Giải thưởng Nhà nước về Văn học Nghệ thuật vì những đóng góp cho nền văn học nước nhà.",306.000 ,15,(0 đánh giá),0,115.000 đ
Tiếng Việt,Tác Phẩm Kinh Điển,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_188497.jpg,Không Gia Đình,"Nguyễn Du, Phạm Kim Chi",NXB Mỹ Thuật,2019,Bìa Mềm,"Không Gia Đình kể về chuyện đời  Rémi, một cậu bé không cha mẹ, họ hàng thân thích. Sau khi phải rời khỏi vòng tay của người má nuôi, em đã đi theo đoàn xiếc thú của cụ già Vitalis tốt bụng. Kể từ đó, em lưu lạc khắp nơi, ban đầu dưới sự che trở của cụ Vitalis, sau đó thì tự lập và còn lo cả công việc biểu diễn và sinh sông cho cả một gánh hát rong. Đã có lúc em và cả đoàn lang thang cả mấy ngày đói khát rồi còn suýt chết rét... Cuối cùng, sau bao gian nan khổ cực, em đã đoàn tụ được với gia đình mình.",110.700 ,18,(5 đánh giá),0,50.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_219928.jpg,Xuân Thu Nhã Tập,Nhiều Tác Giả,NXB Thế Giới,2020,Bìa Mềm,"Bước sang những năm 40 của thế kỷ XX, khi Phong trào Thơ Mới rơi vào bế tắc, khủng hoảng thì đúng lúc này, nhóm Xuân Thu xuất hiện như một sự tiếp nối mang tính tất yếu của nghệ thuật. Nhóm là sự tập hợp của đủ thể loại văn, thơ, nhạc, họa với những tên tuổi khá rạng rỡ như: Nguyễn Đỗ Cung, Phạm Văn Hạnh, Nguyễn Xuân Khoát, Nguyễn Lương Ngọc, Nguyễn Xuân Sanh, Đoàn Phú Tứ.

Theo cổ tự, tên gọi Xuân Thu được hiểu theo nghĩa là: “cỏ hoa nẩy nở dưới ánh mặt trời, và bông lúa chín và Một biểu tượng đương nhiên, cái nhịp của cuộc sống vô cùng. Sắc xuân và hương thu. Hai mùa quá độ, uyển chuyển trong khoảng cao, trong, nhẹ Hai mùa thực hiện Đẹp và Thơ. Hai mùa rung động cảm thông Người với Đất Trời, Trời Đất và Người”

Tuy chỉ tồn tại trong một thời gian ngắn (1942-1945) nhưng nhóm Xuân Thu, với tinh thần tiên phong cùng ý thức cách tân táo bạo, đã mang tới cho nền thi ca hiện đại Việt Nam nhiều tác phẩm có phong cách nghệ thuật độc đáo, đề cao Trí thức - Sáng tạo - Đạo đức.

Để tìm hiểu sâu hơn về những giá trị mà nhóm Xuân Thu mang lại, MaiHaBooks hân hạnh được giới thiệu đến bạn đọc ấn phẩm Xuân thu nhã tập, được tái bản từ bản in năm 1942",75.440 ,18,(0 đánh giá),0,50.000 đ
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786042093682.jpg,Văn Học Tuổi Hoa - Đảo Thần Kiếm,Lê Đức Dương,NXB Kim Đồng,17-Nov,Bìa Mềm,"Văn Học Tuổi Hoa - Đảo Thần Kiếm
Minh mèo, hơi ảo tưởng, hiếu thắng, ham đọc truyện. Vinh cò, có tài phán đoán thông minh như thám tử. Khoa trọc hồn nhiên, thật thà, giỏi bơi lặn...
Câu chuyện bắt đầu khi Khoa nhặt được con dao có hình dáng kì quái và khả năng quay như cây kim la bàn. Theo suy luận, các bạn nhỏ ra đảo Thần Kiếm, hang Mõm Quỷ thám hiểm và phát hiện những dấu vết rất đáng ngờ…
Một vụ án gắn với nhiều tình tiết hư hư thực thực, đậm màu sắc hương vị biển của ông Năm Phù thủy...
Một câu chuyện mang âm hưởng “Đảo giấu vàng” của Louis Stevenson, khơi gợi niềm ham mê đọc sách, khuyến khích các bạn nhỏ nhanh trí vận dụng kiến thức đã đọc để giải quyết những khó khăn trong cuộc sống.",28.500 ,5,(0 đánh giá),0,50.000 đ
Tiếng Việt,Huyền Bí - Giả Tưởng - Kinh Dị,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/x/nxbtre_full_21422017_044234.jpg,Harry Potter Và Đứa Trẻ Bị Nguyền Rủa: Phần Một Và Hai,"J.K.Rowling, John Tiffany, Jack Thorne",NXB Trẻ,17-Feb,Bìa Mềm,"Kịch bản Harry Potter và Đứa trẻ bị nguyền rủa được viết dựa trên câu chuyện của J.K. Rowling, Jack Thorne và John Tiffany. 
Từ những nhân vật quen thuộc trong bộ Harry Potter, kịch bản nói về cuộc phiêu lưu của những hậu duệ, sự can thiệp vào dòng thời gian đã gây ra những thay đổi không ngờ cho tương lai tưởng chừng đã yên ổn sau khi vắng bóng chúa tể Voldermort",123.000 ,18,(72 đánh giá),0,150.000 đ
Tiếng Việt,Tiểu thuyết,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180164_2_305.jpg,Bàn Có 5 Chỗ Ngồi (Tái Bản 2018),Nguyễn Nhật Ánh,NXB Trẻ,2018,Bìa Mềm,"Tác giả quen thuộc của thiếu nhi, của tuổi ô mai. Những tập truyện của anh luôn dí dỏm, hài hước, đem lại nhiều cảm xúc, nhiều bài học nhẹ nhàng cho lứa tuổi học trò. Hãy đọc để cùng gặp những nhân vật rất dễ thương, hoặc phải vượt qua những hoàn cảnh khó khăn, hoặc sẵn lòng chia sẻ với bạn bè, người thân… Thậm chí cả những nhân vật tạm gọi là “phe xấu” với nhiều trò đùa nghịch… cũng mang dáng dấp hồn nhiên. Tất cả hướng về CHÂN – THIỆN – MỸ. Họ là năm người bạn với năm cá tính và hoàn cảnh khác nhau cùng chung trong một lớp học. Những trò nghịch ngợm trẻ con đôi khi gây ra mâu thuẫn, nhưng trên tất cả đó là những đứa trẻ ham học, giàu lòng nhân ái và biết quan tâm đến bạn bè. Cảm thông với hoàn cảnh của nhau, từng bạn nghĩ ra cách giúp đỡ bạn mình theo khả năng để tình bạn ấy lớn dần theo năm tháng.",44.550 ,19,(37 đánh giá),0,108.000 đ
Tiếng Việt,12 Cung Hoàng Đạo,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195077.jpg,Yêu Theo Cung Hoàng Đạo,"Hazel Dixon, Cooper",NXB Hội Nhà Văn,2017,Bìa Mềm,"Người mà bạn đang tơ tưởng thuộc CUNG HOÀNG ĐẠO nào?

 

Bạch Dương, đứa trẻ hiếu động?

Kim Ngưu đam mê vật chất?

Song Tử một tay bắt hai chục cá?

Cự Giải tâm trạng thay đổi từng giờ?

Sư Tử bố đời mẹ thiên hạ?

Xử Nữ theo chủ nghĩa hoàn hảo?

Thiên Bình tôn thờ bản thân?

Bọ Cạp quyến rũ nhưng nguy hiểm chết người?

Nhân Mã phi qua cuộc đời chỉ để tìm những chuyến phiêu lưu?

Ma Kết lòng lạnh như băng và quyết tâm vững như thạch?

Bảo Bình lập dị tưng tửng?

Song Ngư ngọt ngào, đầy ảo tưởng?

Một cẩm nang chân chính chỉ dẫn cách tìm kiếm - và cố tình để mất - một nửa tâm hồn của bạn. Vui nhộn, thông thái và thẳng thắn đến thô bạo, gần gũi với bạn còn hơn cả cậu bạn thân sau ba ly rượu!",76.500 ,15,(0 đánh giá),0,52.000 đ
